441010,Mount Your Friends 3D: A Hard Man is Good to Climb,"Feb 23, 2018",50000 - 100000,0,2.79,0,['English'],,True,True,False,302,39,216,Stegersaurus Software Inc.,"Action,Indie,Simulation,Sports"
445190,Expeditions: Viking,"Apr 27, 2017",200000 - 500000,0,29.99,2,"['English', 'French', 'German', 'Polish', 'Russian', 'Danish']",http://expeditionsseries.com,True,False,False,2826,547,1226,Logic Artists,"Indie,RPG,Strategy"
453090,Parkitect,"Nov 29, 2018",200000 - 500000,0,29.99,3,"['English', 'German', 'Dutch', 'French', 'Russian', 'Simplified Chinese', 'Korean', 'Spanish - Spain', 'Traditional Chinese', 'Italian', 'Portuguese - Brazil']",http://themeparkitect.com/,True,True,True,5561,312,849,Texel Raptor,"Casual,Indie,Simulation,Strategy"
271590,Grand Theft Auto V,"Apr 13, 2015",20000000 - 50000000,17,0.0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Japanese', 'Simplified Chinese', 'Spanish - Latin America']",http://www.rockstargames.com/V/,True,False,False,1171197,210154,13650,Rockstar North,"Action,Adventure"
394970,DEADBOLT,"Mar 14, 2016",200000 - 500000,0,9.99,0,['English'],http://playdeadbolt.com/,True,True,True,4247,178,630,Hopoo Games,"Action,Indie"
897450,The Survivalists,"Oct 9, 2020",200000 - 500000,0,24.99,3,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Arabic', 'Dutch']",https://www.team17.com/,True,False,False,3529,1139,350,Team17,"Action,Adventure,Casual,Indie"
390560,Fantasy Strike,"Jul 25, 2019",200000 - 500000,0,0.0,3,"['English', 'French', 'Italian', 'Japanese', 'Norwegian', 'Portuguese - Brazil', 'Spanish - Spain', 'Turkish', 'Hungarian', 'German', 'Polish', 'Russian']",http://www.fantasystrike.com/,True,True,True,1186,627,160,Sirlin Games,"Action,Casual,Free to Play,Indie"
913740,WORLD OF HORROR,"Feb 20, 2020",200000 - 500000,0,14.99,0,['English'],http://www.wohgame.com,True,True,False,4796,269,178,panstasz,"Indie,RPG,Early Access"
33100,Alien Shooter,"May 27, 2009",200000 - 500000,0,4.99,2,"['English', 'Russian']",http://www.sigma-team.net/games/action/alien-shooter.html,True,False,False,2475,142,96,Sigma Team Inc.,"Action,Indie,RPG"
1127500,Mini Motorways,"Jul 20, 2021",200000 - 500000,0,9.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",https://dinopoloclub.com/,True,True,False,13145,548,477,Dinosaur Polo Club,"Casual,Indie,Simulation,Strategy"
